iter	Logloss
0	0.5826793989
1	0.5168591373
2	0.4746819054
3	0.4493983371
4	0.4343280634
5	0.4227409682
6	0.4159472613
7	0.411476311
8	0.4079667894
9	0.4055380601
10	0.4041442233
11	0.4030703981
12	0.4021068382
13	0.4015509989
14	0.4008193195
15	0.4003593541
16	0.4001184449
17	0.3998076435
18	0.3995837549
19	0.3993972137
20	0.3992656365
21	0.3991270217
22	0.3990386736
23	0.3989621942
24	0.3989125015
25	0.3988638795
26	0.3988079274
27	0.3987527453
28	0.3987217802
29	0.3986720536
30	0.3986170565
31	0.3985964334
32	0.398551403
33	0.3985528135
34	0.398518702
35	0.3984986182
36	0.3984473884
37	0.3984493364
38	0.3984311589
39	0.3984048208
40	0.3983666218
41	0.3983632898
42	0.3983682209
43	0.3983652567
44	0.3983506878
45	0.3983465069
46	0.3983338966
47	0.3983182328
48	0.3983144177
49	0.3983203501
50	0.3983188249
51	0.3983201264
52	0.3983162251
53	0.3983095612
54	0.3982909129
55	0.3982591515
56	0.3982422489
57	0.3982432008
58	0.3982527144
59	0.3982611511
60	0.3982438889
61	0.3982635319
62	0.3982572707
63	0.3982654278
64	0.3982618146
65	0.3982665317
66	0.3982599484
67	0.3982225751
68	0.398231418
69	0.3982227793
70	0.398222919
71	0.3982448795
72	0.3982165403
73	0.398193382
74	0.39819982
75	0.3982005097
76	0.3982103009
77	0.3982060728
78	0.3982062681
79	0.3982041959
80	0.3982049433
81	0.3982055255
82	0.3982037365
83	0.3982045421
84	0.3981983532
85	0.3981832772
86	0.3981796056
87	0.3981762924
88	0.3981758011
89	0.3981734217
90	0.3981705437
91	0.3981698868
92	0.3981650508
93	0.3981640353
94	0.3981620773
95	0.3981602762
96	0.3981610211
97	0.398164895
98	0.398164895
99	0.398149134
100	0.3981486425
101	0.3981515482
102	0.3981418963
103	0.3981444139
104	0.3981598391
105	0.3981432252
106	0.3981478746
107	0.3981441581
108	0.3981409583
109	0.3981333585
110	0.3981335075
111	0.3981331653
112	0.3981163664
113	0.3980970391
114	0.3980971551
115	0.3980924892
116	0.3980988663
117	0.3980965471
118	0.3980952222
119	0.3980922442
120	0.3980917832
121	0.39808935
122	0.3980970753
123	0.3980959488
124	0.3980885189
125	0.3980720629
126	0.3980756879
127	0.3980763305
128	0.3980847869
129	0.3980817113
130	0.3980880669
131	0.3980873148
132	0.3980857339
133	0.3980850144
134	0.3980856451
135	0.3980837127
136	0.3980804695
137	0.3980758803
138	0.3980788186
139	0.3980800875
140	0.3980807022
141	0.398078467
142	0.398078581
143	0.3980735121
144	0.3980751466
145	0.3980792676
146	0.3980817287
147	0.3980748253
148	0.3980730142
149	0.3980816223
150	0.3980810658
151	0.3980810658
152	0.3980810658
153	0.3980828493
154	0.3980797596
155	0.3980743601
156	0.3980723014
157	0.3980746064
158	0.3980777824
159	0.3980764039
160	0.3980745177
161	0.3980766878
162	0.3980724059
163	0.3980688529
164	0.3980745269
165	0.3980757492
166	0.3980755677
167	0.3980733975
168	0.3980704289
169	0.3980716722
170	0.398071025
171	0.3980775113
172	0.398077353
173	0.398073928
174	0.398073928
175	0.398073928
176	0.398073928
177	0.398073928
178	0.398073928
179	0.398073928
180	0.398073928
181	0.3980712366
182	0.3980700608
183	0.3980702284
184	0.3980651992
185	0.3980654437
186	0.39806546
187	0.39806546
188	0.3980655205
189	0.3980661608
190	0.39806651
191	0.39806651
192	0.3980664774
193	0.3980664774
194	0.3980664774
195	0.3980633435
196	0.3980632806
197	0.3980634436
198	0.3980641584
199	0.3980635483
200	0.3980610175
201	0.3980546778
202	0.3980636558
203	0.398065076
204	0.3980650644
205	0.3980544193
206	0.3980695253
207	0.3980694927
208	0.398069481
209	0.398069481
210	0.398069481
211	0.3980694671
212	0.3980694857
213	0.3980675485
214	0.3980532946
215	0.3980544097
216	0.3980593342
217	0.3980585844
218	0.3980578882
219	0.398056305
220	0.3980595157
221	0.3980573806
222	0.398056745
223	0.3980528916
224	0.3980531408
225	0.3980514527
226	0.3980509987
227	0.3980493735
228	0.3980493526
229	0.3980417273
230	0.3980516459
231	0.3980693806
232	0.398065029
233	0.3980600045
234	0.3980623607
235	0.3980616226
236	0.3980612478
237	0.3980621465
238	0.3980608869
239	0.3980609567
240	0.3980375595
241	0.3980372801
242	0.3980597738
243	0.3980597808
244	0.3980597855
245	0.3980625678
246	0.3980422324
247	0.3980422324
248	0.3980422347
249	0.3980421625
250	0.3980422673
251	0.3980423814
252	0.3980423814
253	0.3980423861
254	0.3980422673
255	0.3980423814
256	0.3980423814
257	0.3980423814
258	0.3980433826
259	0.3980433826
260	0.3980435712
261	0.3980433756
262	0.3980433453
263	0.3980435828
264	0.3980423511
265	0.3980419972
266	0.3980432452
267	0.3980422347
268	0.398041811
269	0.3980404722
270	0.3980405676
271	0.39804162
272	0.3980438412
273	0.39804223
274	0.3980421881
275	0.398040421
276	0.398036104
277	0.3980356337
278	0.3980355266
279	0.398036884
280	0.3980373404
281	0.3980369445
282	0.3980369818
283	0.398037373
284	0.3980391913
285	0.3980391471
286	0.3980370702
287	0.3980413146
288	0.3980407326
289	0.3980407326
290	0.3980397896
291	0.3980375684
292	0.3980397127
293	0.3980388908
294	0.3980389327
295	0.398038523
296	0.3980385579
297	0.3980383437
298	0.398038353
299	0.3980382529
300	0.3980381295
301	0.3980395567
302	0.3980395753
303	0.3980393285
304	0.3980392633
305	0.3980392633
306	0.3980391283
307	0.3980390328
308	0.3980388698
309	0.3980385206
310	0.398038658
311	0.3980389886
312	0.3980360246
313	0.3980361783
314	0.3980367394
315	0.3980360643
316	0.3980356825
317	0.3980348745
318	0.398034935
319	0.3980349141
320	0.3980347092
321	0.3980346463
322	0.3980341853
323	0.3980329327
324	0.3980337127
325	0.3980332703
326	0.398033736
327	0.3980337337
328	0.3980318128
329	0.3980365392
330	0.3980365509
331	0.3980328046
332	0.3980318896
333	0.3980327208
334	0.3980323133
335	0.3980345578
336	0.3980315589
337	0.3980317429
338	0.3980320851
339	0.3980333098
340	0.3980356614
341	0.3980322947
342	0.3980308441
343	0.3980325786
344	0.3980325972
345	0.3980326345
346	0.3980294353
347	0.3980284598
348	0.3980289697
349	0.3980280896
350	0.398029142
351	0.3980287835
352	0.3980274074
353	0.3980273609
354	0.3980280989
355	0.3980278381
356	0.3980280802
357	0.3980279684
358	0.3980300546
359	0.3980318101
360	0.3980317845
361	0.3980325273
362	0.3980270884
363	0.3980265971
364	0.3980262501
365	0.3980261267
366	0.3980254585
367	0.3980258844
368	0.3980253839
369	0.3980253349
370	0.3980273769
371	0.3980269578
372	0.3980266179
373	0.3980282779
374	0.3980269299
375	0.3980276912
376	0.3980276819
377	0.3980275003
378	0.398025754
379	0.3980234956
380	0.3980234863
381	0.3980248204
382	0.3980248739
383	0.3980248134
384	0.3980243756
385	0.3980248762
386	0.3980265782
387	0.3980266131
388	0.3980263687
389	0.3980263687
390	0.3980263687
391	0.3980263803
392	0.3980263454
393	0.3980267761
394	0.3980248087
395	0.3980255654
396	0.398025442
397	0.398025726
398	0.3980218494
399	0.3980214489
400	0.3980207598
401	0.3980204128
402	0.3980216026
403	0.3980211532
404	0.39802279
405	0.3980226689
406	0.3980216003
407	0.3980220962
408	0.3980213767
409	0.398021102
410	0.3980182219
411	0.3980181567
412	0.3980195606
413	0.3980194885
414	0.3980200496
415	0.3980200286
416	0.3980199588
417	0.3980189646
418	0.3980190554
419	0.3980192929
420	0.3980183732
421	0.3980185525
422	0.3980178912
423	0.3980181846
424	0.3980177957
425	0.3980175326
426	0.398017521
427	0.3980172486
428	0.3980184919
429	0.3980184989
430	0.3980185478
431	0.3980185478
432	0.3980165803
433	0.398016585
434	0.3980168155
435	0.3980167969
436	0.3980167969
437	0.3980166642
438	0.3980167084
439	0.3980140239
440	0.3980148853
441	0.3980145873
442	0.3980144755
443	0.3980144103
444	0.3980146339
445	0.398014266
446	0.3980143894
447	0.3980142194
448	0.3980134813
449	0.3980134021
450	0.3980133952
451	0.3980126664
452	0.398013479
453	0.3980132322
454	0.3980126454
455	0.3980136978
456	0.3980127665
457	0.398012706
458	0.3980126338
459	0.3980128387
460	0.3980128759
461	0.3980128084
462	0.3980128084
463	0.3980127222
464	0.3980127176
465	0.3980129481
466	0.3980129085
467	0.3980128736
468	0.3980128806
469	0.3980130389
470	0.3980130086
471	0.3980128573
472	0.3980127153
473	0.3980127385
474	0.3980127339
475	0.3980127222
476	0.3980127176
477	0.3980127013
478	0.3980127036
479	0.3980127152
480	0.3980127432
481	0.3980128107
482	0.3980128643
483	0.3980127316
484	0.3980116838
485	0.398012061
486	0.3980116605
487	0.3980133812
488	0.398013281
489	0.398013614
490	0.3980142543
491	0.3980146594
492	0.3980149248
493	0.3980147502
494	0.3980146152
495	0.3980147782
496	0.3980147339
497	0.3980147641
498	0.3980161682
499	0.398016273
500	0.3980160424
501	0.3980155023
502	0.3980153672
503	0.3980143893
504	0.3980143893
505	0.3980143893
506	0.398014217
507	0.398015188
508	0.3980151717
509	0.3980155279
510	0.3980180867
511	0.3980189156
512	0.3980173021
513	0.3980199587
514	0.398020145
515	0.3980202335
516	0.3980202777
517	0.3980176117
518	0.398018259
519	0.3980183824
520	0.3980178259
521	0.3980178562
522	0.3980143148
523	0.3980173719
524	0.3980175465
525	0.3980178865
526	0.3980174859
527	0.3980173765
528	0.3980174533
529	0.3980166827
530	0.398016529
531	0.3980149481
532	0.3980151227
533	0.3980183543
534	0.3980150854
535	0.3980129598
536	0.3980134161
537	0.3980127688
538	0.3980126804
539	0.3980128736
540	0.3980134696
541	0.3980135767
542	0.3980136769
543	0.3980137793
544	0.398012862
545	0.3980119515
546	0.3980132042
547	0.3980130575
548	0.3980128107
549	0.3980130901
550	0.3980131902
551	0.3980124195
552	0.3980097303
553	0.3980100516
554	0.3980096022
555	0.3980093415
556	0.3980092856
557	0.3980090341
558	0.3980090085
559	0.3980091226
560	0.3980095208
561	0.398009253
562	0.3980092553
563	0.398010657
564	0.3980105127
565	0.3980096116
566	0.3980106989
567	0.3980096675
568	0.3980096907
569	0.3980096814
570	0.3980096605
571	0.3980107757
572	0.3980108735
573	0.3980102938
574	0.3980102914
575	0.398007926
576	0.3980068293
577	0.3980067362
578	0.3980081354
579	0.3980077419
580	0.3980077536
581	0.3980077536
582	0.398007693
583	0.3980073019
584	0.3980073042
585	0.3980072879
586	0.3980078071
587	0.3980074253
588	0.3980073438
589	0.3980079142
590	0.3980072972
591	0.3980068711
592	0.3980070365
593	0.3980059957
594	0.3980064218
595	0.3980059608
596	0.3980073368
597	0.3980072925
598	0.398007232
599	0.3980074183
600	0.3980083682
601	0.3980083473
602	0.3980074113
603	0.3980074183
604	0.3980083379
605	0.398007395
606	0.3980082169
607	0.3980070387
608	0.3980069247
609	0.3980069293
610	0.3980070644
611	0.3980069549
612	0.3980072902
613	0.3980072832
614	0.3980079491
615	0.3980074346
616	0.3980077722
617	0.3980086359
618	0.398009558
619	0.3980095766
620	0.3980086965
621	0.398008608
622	0.3980081516
623	0.3980079747
624	0.3980084706
625	0.3980089736
626	0.3980086243
627	0.3980080911
628	0.3980079561
629	0.3980078792
630	0.3980083496
631	0.3980084194
632	0.3980079235
633	0.3980078862
634	0.3980078839
635	0.3980078862
636	0.3980078955
637	0.3980080003
638	0.3980075137
639	0.3980095906
640	0.398009565
641	0.3980103287
642	0.3980100633
643	0.3980102589
644	0.3980112414
645	0.3980103008
646	0.3980108246
647	0.3980108432
648	0.3980104521
649	0.3980101494
650	0.3980103147
651	0.3980103473
652	0.398007558
653	0.3980081029
654	0.3980079795
655	0.3980074626
656	0.3980081331
657	0.3980081378
658	0.3980083147
659	0.3980083008
660	0.398007118
661	0.3980069736
662	0.3980070644
663	0.3980069899
664	0.3980069666
665	0.3980069829
666	0.3980071086
667	0.398008005
668	0.3980058421
669	0.3980059957
670	0.3980059771
671	0.3980059794
672	0.3980059934
673	0.3980060027
674	0.3980057
675	0.3980057117
676	0.3980057187
677	0.398005721
678	0.3980056814
679	0.3980056884
680	0.3980064637
681	0.3980067198
682	0.3980066453
683	0.3980066314
684	0.3980082123
685	0.3980073555
686	0.3980073741
687	0.3980073625
688	0.3980073788
689	0.3980073625
690	0.3980074859
691	0.3980074672
692	0.3980074626
693	0.3980062192
694	0.398006324
695	0.3980063124
696	0.3980063357
697	0.3980063287
698	0.3980063287
699	0.3980062844
700	0.3980062635
701	0.3980063263
702	0.3980087641
703	0.3980080912
704	0.3980044847
705	0.3980054393
706	0.3980056162
707	0.3980055627
708	0.3980056465
709	0.3980056139
710	0.3980049294
711	0.398004934
712	0.3980053694
713	0.398005267
714	0.3980063892
715	0.3980053159
716	0.3980059561
717	0.3980056139
718	0.3980057862
719	0.39800587
720	0.3980058653
721	0.3980057792
722	0.3980061797
723	0.3980060027
724	0.3980059795
725	0.3980063566
726	0.3980061308
727	0.3980061541
728	0.3980055883
729	0.3980056512
730	0.3980056838
731	0.3980055836
732	0.3980055767
733	0.3980055487
734	0.3980053741
735	0.3980051366
736	0.3980051389
737	0.3980051482
738	0.3980053299
739	0.3980053322
740	0.3980052926
741	0.3980051622
742	0.3980050644
743	0.3980048153
744	0.398004806
745	0.3980049061
746	0.3980049294
747	0.3980049363
748	0.3980048688
749	0.3980049829
750	0.398004948
751	0.39800492
752	0.3980050178
753	0.3980050085
754	0.3980056791
755	0.3980058653
756	0.3980055138
757	0.3980054299
758	0.3980037395
759	0.3980038862
760	0.3980037418
761	0.3980037348
762	0.3980037395
763	0.3980037418
764	0.3980037278
765	0.3980038024
766	0.3980036766
767	0.3980038256
768	0.3980036324
769	0.398003644
770	0.398003651
771	0.3980036627
772	0.3980036184
773	0.3980037092
774	0.3980036674
775	0.3980048502
776	0.3980043589
777	0.3980043589
778	0.3980043217
779	0.3980043542
780	0.3980043682
781	0.3980042821
782	0.398004303
783	0.398004019
784	0.3980042658
785	0.3980041191
786	0.3980045778
787	0.3980042425
788	0.3980042192
789	0.3980042658
790	0.3980039515
791	0.3980041098
792	0.3980031901
793	0.3980040143
794	0.3980031482
795	0.3980031552
796	0.3980036604
797	0.3980039188
798	0.3980038956
799	0.3980035463
800	0.3980027873
801	0.3980025056
802	0.3980020283
803	0.3980037163
804	0.3980031109
805	0.3980033391
806	0.39800309
807	0.3980032506
808	0.3980032227
809	0.3980008757
810	0.3980020609
811	0.3980031342
812	0.3980030457
813	0.3980030457
814	0.3980030318
815	0.3980018304
816	0.3980020166
817	0.398002005
818	0.3980020097
819	0.398002012
820	0.3979976208
821	0.3979977791
822	0.3979975742
823	0.3979975719
824	0.3979975533
825	0.3979976022
826	0.3979976394
827	0.3979976115
828	0.3979976767
829	0.3979982052
830	0.39799831
831	0.3979997489
832	0.398001856
833	0.3980021005
834	0.3980021005
835	0.3980020819
836	0.3979999258
837	0.398000303
838	0.398000438
839	0.398000445
840	0.3980003775
841	0.3980003752
842	0.398000473
843	0.3980008641
844	0.3980009433
845	0.3980009503
846	0.3980008664
847	0.3980010155
848	0.3980010714
849	0.3980008781
850	0.3980008432
851	0.3980006662
852	0.3980003938
853	0.3979996953
854	0.3980002959
855	0.398000438
856	0.3979998117
857	0.3979998093
858	0.3979994718
859	0.3979966499
860	0.3979966499
861	0.3979966475
862	0.3979966545
863	0.3979956953
864	0.3979971598
865	0.397997062
866	0.3979971342
867	0.3979975533
868	0.3979975626
869	0.3979973461
870	0.3979972646
871	0.3979981703
872	0.3979981703
873	0.3979964706
874	0.397996445
875	0.3979972809
876	0.3979978234
877	0.3980070689
878	0.3980071038
879	0.3980070619
880	0.3980071108
881	0.3980087709
882	0.3980067592
883	0.3980069245
884	0.3980068989
885	0.3980061934
886	0.3980059513
887	0.3980055066
888	0.3980055229
889	0.3980063355
890	0.3980066708
891	0.398005963
892	0.3980055159
893	0.3980053227
894	0.3980054112
895	0.3980054903
896	0.398005502
897	0.3980049129
898	0.3980048454
899	0.3980048035
900	0.3980061399
901	0.3980062866
902	0.3980057907
903	0.3980055695
904	0.3980050503
905	0.3980049525
906	0.398005013
907	0.3980050293
908	0.3980050922
909	0.3980049036
910	0.3980050084
911	0.3980049037
912	0.3980049246
913	0.39800492
914	0.3980053484
915	0.3980054532
916	0.3980054183
917	0.3980053158
918	0.3980053205
919	0.3980051039
920	0.3980053763
921	0.3980048199
922	0.3980047989
923	0.3980028688
924	0.3980032576
925	0.3980033298
926	0.3980034834
927	0.3980039072
928	0.3980037884
929	0.3980035137
930	0.3980071668
931	0.3980071599
932	0.3980067407
933	0.3980068106
934	0.3980053717
935	0.3980054113
936	0.3980051575
937	0.3980050341
938	0.398005097
939	0.3980050271
940	0.3980048571
941	0.3980042145
942	0.3980043565
943	0.3980043426
944	0.398004303
945	0.3980046173
946	0.39800509
947	0.3980051552
948	0.3980055673
949	0.3980049759
950	0.39800492
951	0.3980051621
952	0.3980051621
953	0.3980050248
954	0.3980033298
955	0.3980021214
956	0.3980020259
957	0.3980016766
958	0.3980037395
959	0.3980035998
960	0.3980015835
961	0.3980017628
962	0.3980018955
963	0.3980020492
964	0.3980038676
965	0.3980040143
966	0.3980040213
967	0.3980040282
968	0.3980022052
969	0.3980042075
970	0.3980038932
971	0.3980045219
972	0.3980047337
973	0.3980029619
974	0.3980034066
975	0.3980042378
976	0.3980031505
977	0.3980010247
978	0.3980020934
979	0.3980026615
980	0.3980026546
981	0.3980006708
982	0.3980007081
983	0.3980007337
984	0.3980004007
985	0.3980006941
986	0.3980034927
987	0.3980027873
988	0.3980027966
989	0.3980032087
990	0.3980030015
991	0.3980033065
992	0.3980031598
993	0.3980029107
994	0.3980029153
995	0.3980029386
996	0.3980029968
997	0.3980029037
998	0.3979994252
999	0.3979993926
